0,660.976013,304.225006,10,0,1
1,636.213013,306.174011,10,0,1
2,662.752991,307.565002,10,0,1
3,657.487000,307.739990,10,0,1
4,635.273010,308.157013,10,0,1
5,640.484009,309.592010,10,0,1
6,660.523010,309.613007,109,0,1
7,658.758972,312.593994,10,0,1
8,674.820984,315.092987,10,0,1
9,649.169983,316.174011,10,0,1
10,631.857971,316.907990,10,0,1
11,673.505981,317.648010,109,0,1
12,637.439026,318.289001,10,0,1
13,644.002991,320.565002,109,0,1
14,622.679016,320.842987,10,0,1
15,655.504028,320.915985,10,0,1
16,626.317993,321.779999,10,0,1
17,633.244995,322.492004,10,0,1
18,678.359985,323.471985,109,0,1
19,637.080994,323.618988,10,0,1
20,653.078979,324.433990,10,0,1
21,639.034973,324.523010,10,0,1
22,680.978027,324.669006,10,0,1
23,644.646973,325.904999,109,0,1
24,652.268005,326.389008,10,0,1
25,665.755005,327.566986,10,0,1
26,675.270020,327.608002,10,0,1
27,631.213013,327.950012,10,0,1
28,643.599976,328.541992,10,0,1
29,668.534973,329.059998,10,0,1
30,658.984985,329.158997,10,0,1
31,651.422974,329.337006,10,0,1
32,646.127014,329.862000,10,0,1
33,683.671997,330.533997,10,0,1
34,666.442017,331.636993,10,0,1
35,682.478027,331.858002,10,0,1
36,640.783020,333.144989,10,0,1
37,649.947998,333.167999,10,0,1
38,663.551025,333.265015,109,0,1
39,624.463013,333.342010,10,0,1
40,645.513000,334.213013,10,0,1
41,632.526978,334.934998,10,0,1
42,639.958984,335.242004,10,0,1
43,670.421997,336.606995,10,0,1
44,647.216980,340.106995,10,0,1
45,685.940002,340.389008,10,0,1
46,620.776978,341.339996,10,0,1
47,618.935974,341.408997,10,0,1
48,679.984985,341.546997,109,0,1
49,627.323975,341.602997,10,0,1
50,639.416016,342.035004,10,0,1
51,622.927979,342.459015,10,0,1
52,662.056030,342.528992,10,0,1
53,676.484009,342.750000,10,0,1
54,642.366028,345.062988,10,0,1
55,639.620972,345.609009,10,0,1
56,630.039978,346.567993,10,0,1
57,646.700012,346.681000,10,0,1
58,625.208984,346.770996,10,0,1
59,650.768005,347.282013,10,0,1
60,672.056030,347.548004,10,0,1
61,629.258972,347.765991,10,0,1
62,654.750977,347.881012,10,0,1
63,656.627991,348.501007,109,0,1
64,660.133972,348.670990,10,0,1
65,667.984009,349.415009,10,0,1
66,642.737976,349.950989,10,0,1
67,652.023987,349.985992,10,0,1
68,671.291016,350.524994,10,0,1
69,637.791016,350.903015,109,0,1
70,649.556030,351.032013,10,0,1
71,654.517029,352.398010,109,0,1
72,659.838013,353.261993,109,0,1
73,648.966003,356.048004,109,0,1
74,669.789001,357.397003,109,0,1
75,665.372986,359.928986,10,0,1
76,624.854980,360.424011,10,0,1
77,662.419983,360.720001,10,0,1
78,626.760986,363.811005,10,0,1
79,667.140015,364.032990,10,0,1
80,637.609009,364.502991,10,0,1
81,648.763000,364.824005,10,0,1
82,638.583008,365.649994,10,0,1
83,666.254028,366.738007,10,0,1
84,653.468994,370.727997,109,0,1
85,650.429993,371.571991,10,0,1
86,661.429993,372.276001,10,0,1
87,153.878998,308.063995,109,0,0
88,178.289993,308.199005,10,0,0
89,166.837997,308.484985,10,0,0
90,153.410004,309.122009,10,0,0
91,153.636002,309.867004,109,0,0
92,148.658005,310.898010,10,0,0
93,170.830002,311.777008,10,0,0
94,181.996994,312.281006,10,0,0
95,151.533997,315.213989,10,0,0
96,158.233994,316.941986,10,0,0
97,156.903000,318.773987,109,0,0
98,131.505005,318.993011,10,0,0
99,171.828995,319.959015,10,0,0
100,188.384995,321.230988,10,0,0
101,175.093994,321.902008,109,0,0
102,149.332001,322.096008,10,0,0
103,132.401001,322.734985,10,0,0
104,150.449005,322.890015,109,0,0
105,172.761993,324.575989,10,0,0
106,178.860001,324.683990,10,0,0
107,129.897995,326.106995,10,0,0
108,140.854996,327.583008,10,0,0
109,167.173996,328.263000,10,0,0
110,163.921005,328.339996,10,0,0
111,145.897003,328.558014,10,0,0
112,180.488007,328.618011,10,0,0
113,125.822998,328.683990,10,0,0
114,154.945007,329.415985,10,0,0
115,188.031006,330.014008,10,0,0
116,174.682007,330.317993,10,0,0
117,162.438995,330.402008,10,0,0
118,128.483994,330.467987,109,0,0
119,156.029999,330.695007,109,0,0
120,187.151993,331.229004,10,0,0
121,168.091995,331.829987,10,0,0
122,129.106995,332.022003,10,0,0
123,129.600006,333.609985,10,0,0
124,158.712997,334.341003,10,0,0
125,169.774002,334.661987,10,0,0
126,191.520004,334.976990,109,0,0
127,133.869995,335.019989,10,0,0
128,160.970993,335.471008,10,0,0
129,185.667999,335.604004,10,0,0
130,200.468002,335.644012,109,0,0
131,164.317001,335.970001,109,0,0
132,142.494003,336.649994,10,0,0
133,197.979004,337.756989,10,0,0
134,192.738998,338.015991,10,0,0
135,123.220001,338.794006,10,0,0
136,132.061996,338.832001,10,0,0
137,184.485001,339.210999,10,0,0
138,162.725006,339.915009,109,0,0
139,136.332993,340.328003,10,0,0
140,167.759003,340.476013,10,0,0
141,188.626999,340.490997,10,0,0
142,166.320999,342.128998,109,0,0
143,159.852997,342.330994,10,0,0
144,193.875000,342.381989,10,0,0
145,152.072006,342.403992,10,0,0
146,197.029007,342.743011,109,0,0
147,132.796005,343.359009,10,0,0
148,176.529999,343.546997,10,0,0
149,179.363007,343.574005,10,0,0
150,178.037003,343.671997,10,0,0
151,152.654999,345.182007,10,0,0
152,165.121002,345.513000,10,0,0
153,162.033997,345.997009,10,0,0
154,125.206001,346.962006,10,0,0
155,171.972000,349.878998,10,0,0
156,191.181000,349.959015,10,0,0
157,161.772995,350.403992,10,0,0
158,168.822998,350.884003,10,0,0
159,127.327003,350.907990,10,0,0
160,182.901001,351.725006,10,0,0
161,183.617004,352.579010,10,0,0
162,175.567993,353.932007,10,0,0
163,156.466003,354.278015,10,0,0
164,159.181000,354.446991,10,0,0
165,184.108994,355.875000,10,0,0
166,144.132996,356.156006,10,0,0
167,163.283005,357.158997,10,0,0
168,174.195007,357.187012,10,0,0
169,185.037994,359.300995,10,0,0
170,146.451004,359.415985,10,0,0
171,142.977997,361.950012,10,0,0
172,134.442993,361.954987,109,0,0
173,194.451996,363.122986,10,0,0
174,144.727005,363.410004,10,0,0
175,172.192993,364.859009,109,0,0
176,142.126999,365.115997,10,0,0
177,186.492004,366.135986,10,0,0
178,163.710007,366.165009,109,0,0
179,154.580994,366.177002,10,0,0
180,141.477997,367.346008,10,0,0
181,139.807007,367.959015,109,0,0
182,147.813004,369.184998,10,0,0
183,138.190994,369.528015,10,0,0
184,156.591995,370.709015,109,0,0
185,138.570999,371.407013,10,0,0
186,176.649994,371.484985,109,0,0
187,157.496994,371.657990,109,0,0
188,183.167999,372.222992,10,0,0
189,170.311005,372.819000,10,0,0
190,181.365997,373.854004,10,0,0
191,151.856003,375.166992,10,0,0
192,165.882996,375.174011,10,0,0
193,177.628998,375.407990,10,0,0
194,155.613007,377.032013,10,0,0
195,152.479004,377.285004,10,0,0
196,155.358002,377.928986,10,0,0
197,179.727005,378.364014,10,0,0
